Unique_member_identifier,City,StateProv,FSA,PointsTotal,LanguagePreference,gender,age_class
FECEEC63-3E76-4DBD-A001-FA6BD81017F6,Sylvan Lake,AB,T4S,2277,English,Male,25-34
3DF6FFCD-CDC9-418B-89FC-8B4D89F4E664,Vancouver,BC,V5R,0,English,Male,45-54
D59620FA-A564-4F22-ACCB-5F74B200D442,St Johns,NL,A1B,490,English,Male,25-34
AD263B48-C239-490F-8047-7C94740A43F8,Middleton,NS,B0S,1845,English,Male,18-24
6CFE07B4-E0A5-4A24-9B34-406E764D434D,Turner Valley,AB,T0L,376,English,Female,55+
A7FFB79F-C723-4E93-8D7E-C21D0722C327,Spruce Grove,AB,T7Y,565,English,Female,35-44
E5DFE712-C3A7-4A52-9D19-96A194D27EC3,Vancouver,BC,V6j,0,English,Male,35-44
35C6C33C-FB09-4CEC-9837-C9BA4F439E93,Avonmore,ON,K0C,4698,English,Female,35-44
6623A733-587B-4209-8033-950AB8EF79A6,Vancouver,BC,V5N,475,English,Female,35-44
51E1DF08-1018-4578-8738-2FF2EF400103,Maple,ON,L6A,99,English,Female,55+
FBC367EF-EA12-4C67-9800-3019FB29D63A,Montreal,QC,H2L,520,French,Female,18-24
49485F5C-4C0D-40BA-AF1E-98A303C7DCF9,Coldbrook,NS,B4R,859,English,Female,45-54
28C8CE62-3F4D-4186-B5B4-F61412AE5743,Mississauga,ON,L4X,447,English,Male,25-34
75106C1D-8337-4875-BE80-1095DDB03131,Toronto,ON,M4J,2678,English,Female,25-34
FE859C82-FE41-44BE-AB2E-E7669CD954FC,Saskatoon,SK,S7H,575,English,Female,18-24
22A63668-C4D2-4055-8CAA-7CD6D2882A6A,Prince Albert,SK,S6V,931,English,Female,18-24
0CD870F5-A546-4CD6-8EBE-6BB86119B144,Janetville,ON,L0B,8524,English,Female,55+
90F9225E-10DB-4B42-8ABB-B265C02EE45B,Carp,ON,K0A,103,English,Male,35-44
65DB41D7-3DE6-4C14-A3E8-8D6E41A3F390,Oakville,ON,L6L,826,English,Female,18-24
FF49E49D-C9EE-4810-8E32-14B18AE94A86,Toronto,ON,M2J,374,English,Male,18-24
FF68AB54-D610-40DF-B201-93F344BEEC1F,Vancouver,BC,V6M,547,English,Female,14-17
8C1FD169-297D-4920-AB81-C0C8CB9545A1,Esterhazy,SK,S0A,0,English,Male,35-44
F122C6A6-7614-47CB-86FB-7C93964AAC8D,Woodbridge,ON,L4N,0,English,Female,45-54
D7FCBECF-4188-4FA4-85A8-0B01DE41D295,Sherbrooke,QC,J1N,950,French,Female,18-24
A8021A64-D963-4177-A072-FE13326A76FC,Brampton,ON,L6S,0,English,Female,25-34
DB0549A0-8CD8-43C3-883F-47069454022F,Barrys Bay,ON,K0J,2482,English,Male,25-34
C0DD4483-B671-4E62-8238-AAE3C48FD7E1,Surrey,BC,V3T,355,English,Female,35-44
7A9094E3-1A20-4B77-901E-AA7D0A3C8A91,Surrey,BC,V3S,555,English,Female,35-44
2F17CD40-7E8A-4426-9F60-BE9088DF4FFA,Abbotsford,BC,V2S,814,English,Male,25-34
29629EAA-1FDC-4B0D-96AD-DCDD5F699541,Sherbrooke,QC,J1L,370,French,Female,35-44
0893BD51-4801-4F99-B6DB-22BE90D332E5,Sainthubert,QC,J4T,898,French,Female,55+
2ED794F6-67F8-440B-9878-39FEF0892052,Woodstock,ON,N4S,0,English,Female,25-34
B7BB6B92-E841-44C9-A171-970FECBB06AD,Ottawa,ON,K2C,597,English,Female,18-24
A2255B2F-E953-4E33-A38F-FCEBA39AEA4B,Foothills,AB,T1S,1997,English,Female,55+
FAB0389A-AA0D-425D-B955-7543C0F042F8,London,ON,N6H,0,English,Female,25-34
A526BA84-4798-4958-857F-19D415367C10,Winnipeg,MB,R2P,1632,English,Female,25-34
065A1A67-9326-4F06-9C57-FA5AEFF85763,Fergus,ON,N1M,174,English,Female,45-54
596A28E9-9C8F-48A2-838E-EC2CA59537A4,North Wiltshire,PE,C0A,1400,English,Female,45-54
D6EE9194-80E6-4DEE-9134-230FD63FDFA3,West Lorne,ON,N0L,3374,English,Female,45-54
C475D84C-5C17-44C7-907B-EE87FBF72304,Laval,QC,H7E,358,English,Male,18-24
CE4C0466-7840-4FF4-83AC-1812F351452F,Toronto,ON,M9N,1447,English,Male,18-24
4410F282-CD9E-4E20-986F-65E03CA753E7,Québec,QC,G1E,0,French,Female,55+
56EA5B49-5E5D-45D8-AAE3-E700B4B1E5E0,Brandon,MB,R7B,934,English,Female,35-44
7AF1D6FB-AE36-4D38-8988-2E195C7AB3D6,Cayuga,ON,N0A,5743,English,Male,25-34
AE0756BD-DDF6-4A5B-AC1F-AE10675D25B6,Calgary,AB,T3B,99,English,Female,18-24
0935F09D-3A63-4982-8998-9F419B00D8C6,Longueuil,QC,J4M,820,English,Female,18-24
8748F688-84A8-4ACA-A5AD-9BAC8DC8F033,Caledon,ON,L7C,1387,English,Female,25-34
9A183076-0FF5-4108-9651-742D29D0AAD8,Prince Rupert,BC,v8j,674,English,Male,25-34
F6CB6804-287F-4BF3-A2B6-2F7E0840991D,Barrie,ON,L4M,3,English,Male,18-24
CF3FA2C3-B330-4978-AD57-23407F595F4E,Ottawa,ON,K1G,0,English,Male,35-44
D55C4E68-B157-4EF1-A16C-FD79F07D957A,Montague,PE,C0A,421,English,Male,18-24
D309528B-602E-45FF-B2F9-DF5960118BC4,Collingwood,ON,L9Y,2755,English,Male,35-44
0AA79637-EB27-4B31-8BB8-403EF5C8862D,Toronto,ON,M5E,973,English,Female,25-34
5D262A57-EC9B-4B3A-9C9B-51834B28B2D8,Thompson,MB,R8N,0,English,Female,35-44
11C99C1A-C7C1-4EF7-8972-27ACA44A273D,Mississauga,ON,L4T,1908,English,Male,18-24
BBFCB383-C053-4660-B75C-0988D1A2FFC5,Paradise,NL,A1L,3335,English,Female,25-34
9EDDE63B-9C13-4F93-B336-CA14B6D7CE60,Burnaby,BC,V5C,1731,English,Female,18-24
4D64A267-AFEE-4BC8-A154-19CA1B12DB05,Mackenzie,BC,V0J,49,English,Male,25-34
C0B3B2E4-F611-43C6-A48C-C24267A27FF5,Winnipeg,MB,R2M,1148,English,Female,14-17
4AFF5E0F-0FA6-4C3B-B771-D86C40F91CBD,Québec,QC,G1B,480,French,Female,35-44
5C9B14AE-5392-43E5-B031-BE6F7F3543FD,Vancouver,BC,V6T,11455,English,Female,18-24
5DA5A088-00C2-47B5-A6E0-720ECAF2CA45,Centreville,NS,B0P,0,English,Female,25-34
16CB8F60-557D-44CA-BE0A-8D580DD52C69,Montreal,QC,H3k,980,English,Male,25-34
450F486A-31F8-40DF-8163-51E75F00264F,Oakville,ON,L6M,1194,English,Male,14-17
9AC27964-1F24-43FD-A156-739BEFEB93D4,Regina,SK,S4R,5202,English,Male,45-54
E2068BF8-AE8C-42B7-8F7A-0783B7E35E47,Kamloops,BC,V1S,712,English,Male,14-17
C877A523-BA82-490E-87AE-0BB1F0249E8F,Oakville,ON,L6M,955,English,Female,35-44
24369012-B545-4243-8CF0-2AB123B8BBD4,Surrey,BC,V3S,0,English,Male,45-54
81A7AB11-9A1B-47FB-A1B3-AF15535AC1CE,Barrie,ON,L4N,8023,English,Female,35-44
CC550EC8-9D0A-4809-874E-5E10AFC8FA20,Toronto,ON,M3C,0,English,Female,18-24
3E53077A-C633-4B6E-8B71-514CD74C1C30,Pierrefonds,QC,H9J,606,English,Female,18-24
88F156C0-FDB5-4605-8F37-188397791DB3,Vancouver,BC,V6T,858,English,Female,18-24
35F1B6E4-12D6-4493-A13C-3FDD69344F81,Guelph,ON,N1C,1003,English,Female,18-24
BF70D473-916B-4838-8424-BED63AF5850C,Aldergrove,BC,V4W,2902,English,Prefer not to answer,14-17
F5DCF37B-6DCE-4C52-B1D3-6F27946E53C3,Goulds,NL,A1S,0,English,Male,14-17
0F761423-662C-4E9C-AE6B-7896DE5D01A3,Calgary,AB,T2X,5512,English,Female,45-54
9678153D-9C4A-42DD-8E0B-657B8C545C1B,Toronto,ON,M5H,152,English,Male,25-34
BD05711E-B691-4678-A12A-320870C8EE8B,The Glades,NB,E4J,2627,English,Male,45-54
CB4F392B-9F7A-47B1-AB3A-E97A3C905BFF,Regina,SK,S4V,66747,English,Female,25-34
E40D22FF-61F5-4728-9304-2E76230E0A94,Calgary,AB,T3A,892,English,Male,25-34
A50FFCA4-EAB1-405A-8B82-3EB24CCE3E8F,Victoria,BC,V8N,0,English,Male,25-34
B263806C-8978-4DDD-AEB6-57F03648BBAF,Markdale,ON,N0C,1258,English,Male,14-17
54087DBF-E369-441F-A248-DE17C15661AB,Calgary,AB,T2A,1412,English,Female,55+
B6E01D00-0DD6-47F6-AC99-83D022C83214,Surrey,BC,V3T,6308,English,Male,35-44
55F20908-58BF-4F35-8F74-604563F1A93A,Toronto,ON,M3A,2398,English,Female,45-54
4EACB697-7639-4CBC-B1A3-8D6945DED601,Calgary,AB,T3A,870,English,Female,18-24
663F6D01-3DD2-4BC1-8573-099891D8D8BB,Charlottetown,PE,C1A,19348,English,Male,55+
559C40A4-D937-4BC2-B274-F5CA0EA17419,Trent River,ON,K0L,26,English,Male,55+
053988B4-F102-46CC-B8B1-8E81F9497B38,Winnipeg,MB,R4A,144,English,Male,14-17
E5FC4476-4352-479E-992F-230E1533FAA8,Burlington,ON,L7M,0,English,Female,55+
04978954-93AC-4422-B2B9-596AABA1249D,Aurora,ON,L4G,75,English,Male,14-17
C3CCAF7A-D915-40A3-BB8E-3C6DBA2D81A3,Toronto,ON,M9V,712,English,Female,18-24
3BE7D2EF-D025-4F68-8747-BB9169038732,Penfield,NB,E5H,3286,English,Male,14-17
4C89129E-9ED3-4631-9119-F19B9B5700AA,Toronto,ON,M8V,695,English,Male,45-54
A223EE5B-2078-4C56-A4C3-88D7A5D777A1,Stittsville,ON,K2S,907,English,Male,45-54
44D259C9-EA17-44D5-8D7F-5257547E819E,Peterborough,ON,K9J,0,English,Male,25-34
8DF63D29-A0E8-4C13-9637-A1501A66BB00,Peterborough,ON,K9K,1835,English,Female,55+
CFDFC943-9222-4EF7-A311-FE32E4CA3701,Sherwood Park,AB,T8H,1588,English,Male,35-44
9BC598B7-6184-4650-8B23-418AC08675F1,Rockymtnhouse,AB,T4T,613,English,Male,55+
CF25DC55-3C2D-4CF3-9310-3030DB75E31B,Burlington,ON,L7M,0,English,Female,55+
7299B7A7-C2B8-4526-8600-13E49AE0B908,Strathmore,AB,T1P,210,English,Female,18-24
A3B1927B-ACA7-42AE-9212-48DDFF3F5459,Concord,ON,L4K,352,English,Male,45-54
619971CE-A05C-4DF7-B6E4-D0CD44FC1A69,Waterloo,ON,N2L,90,English,Female,18-24
E5E88098-F61C-40EE-9539-6E0C79285933,Calgary,AB,T3A,1245,English,Female,14-17
FB1995A1-BD69-4824-8C4F-A1D36FFD3195,Fergus,ON,N1M,1771,English,Female,35-44
1906F168-C909-4D8B-B4E7-32DBACEC665B,Winnipeg,MB,R3x,0,English,Female,45-54
A9D9D022-061E-48A1-8443-5CEF7C401278,Calgary,AB,T3E,950,English,Female,35-44
0FD88A4E-82A4-46CC-A3BA-7071F8E465F7,Surrey,BC,V3V,440,English,Male,25-34
3E889713-BFA9-49CC-9003-C40ECBD68E39,Laval,QC,H7K,1812,French,Female,14-17
01B79AB7-87B6-4236-AE06-890565356AA9,Lasalle,QC,H8N,0,French,Female,25-34
09BADA25-F8A9-472F-929A-AE98B767D99C,Petawawa,ON,K8H,332,English,Male,18-24
6E6F77F4-2200-460A-8BF2-3A590205F6DF,London,ON,N6C,0,English,Male,14-17
9B420DDC-5F99-40EC-A541-5D0079A2A91A,Lasalle,QC,H8R,600,French,Female,45-54
A0DFDD19-24CA-43DC-8E47-2D629D2B2171,Regina,SK,S4N,632,English,Female,25-34
6657DED7-3265-4892-844E-089DF32DBD25,Lethbridge,AB,T1H,3683,English,Male,18-24
0AB07BA0-6113-44E3-B56B-492253B80B73,Newwestminster,BC,V3L,2052,English,Male,35-44
ABF9BF09-553F-46B2-A1BE-7340CE7AC36C,Duval,SK,S0G,0,English,Female,25-34
716ED438-76DF-4833-A605-6F4FFA255FD0,Mississauga,ON,L5V,198,English,Female,45-54
304B5A2A-761B-4284-86F0-79B5899B7E33,Markham,ON,L3P,855,English,Female,55+
035F73D7-A627-445C-A2B3-94933F92B347,Stirling,ON,K0K,3038,English,Male,14-17
AEB3655D-C8C6-4C3D-8C79-6A00FEDFA1EB,Calgary,AB,T3h,2290,English,Female,25-34
60BA6297-7641-480C-AAA0-AB0488FFB8A3,Regina,SK,S4X,2279,English,Female,14-17
9FFF0C6F-E704-49A9-943D-A43CD5B12F25,Ottawa,ON,K2A,3264,English,Female,18-24
B33882DE-EA4D-4530-B808-E02F31C54130,Newmarket,ON,L3X,784,English,Female,14-17
6FB587AE-4452-4E15-BFAA-AEDF6D17E9C0,Toronto,ON,M5V,0,English,Male,35-44
60E7F0F9-7193-4E19-B1C3-4EED66634FEB,Coquitlam,BC,V3K,1809,English,Male,25-34
DB28FF5C-09A3-4EB2-B16E-DCFEDFC3B06B,Richmond Hill,ON,L4C,3228,English,Female,25-34
61910379-742D-4FF6-BE7B-B66C53CB6390,Seagrave,ON,L0C,721,English,Male,18-24
76E85BFE-EEB5-48FD-B756-EC99A9961BBC,Victoria,BC,V8X,19668,English,Female,18-24
00C9F1EE-93FF-444E-82F2-DB47104E12CA,Richmond Hill,ON,L4B,423,English,Prefer not to answer,45-54
6B9E96A0-1DD6-4BE0-9079-6993A564B4E2,Kitchener,ON,n2h,0,English,Male,25-34
744FB667-2B42-4538-8753-58ED45BACCF8,Winnipeg,MB,R2J,0,English,Female,25-34
E9F7392F-EDE0-4A21-860E-22545DBD6697,Toronto,ON,M9M,168,English,Male,35-44
B4EFE55C-0E33-4192-80E5-1BC39A8D28FA,Lethbridge,AB,T1H,298,English,Male,45-54
2326AC3A-7E08-4ED5-85AF-A51CDFC144B1,Flatrock,NL,A1K,1275,English,Female,45-54
766A303F-E94E-4F13-8824-D06A5E199734,Calgary,AB,T2Y,375,English,Female,35-44
BE80A8E7-694C-4FBF-9CA7-486B67EAB4F1,Montreal,QC,H1L,4,French,Male,55+
303E627B-9C1E-4955-835B-416BC04DE28B,Pugwash,NS,B0K,1773,English,Female,25-34
B9E4CB6B-597A-4A92-9B90-FF69E1EC73DD,Oakville,ON,L6H,350,English,Female,14-17
E693F138-C9C1-48DC-8879-D1F188151850,New Minas,NS,B4N,1944,English,Female,25-34
E2F413FE-EC34-4B67-9881-8BAA77C55A75,Saskatoon,SK,S7T,950,English,Female,14-17
8D3E243A-4C9B-44CE-B4CD-FD1A3DDEC169,Edmonton,AB,T5K,888,English,Male,25-34
59588606-B3EC-4B27-BE34-B4A05545DD05,Brampton,ON,L6R,0,English,Female,18-24
ED2E2708-D111-459F-A183-FA5B0B40F6A6,Airdrie,AB,T4B,682,English,Male,25-34
771C6436-5E19-4A31-B736-432C8D382FD3,Regina,SK,S4V,80,English,Male,25-34
5C72230E-8B14-4947-8593-BBB57C621569,Markham,ON,L3S,200,English,Male,55+
1742DEFE-BFE0-4C55-BAD4-F92DBC4D211B,Concord,ON,L4K,3985,English,Male,25-34
F2F4277D-B87E-4E40-8CDB-C72F4C9C124E,Red Deer,AB,T4N,1301,English,Female,35-44
F5AF9395-C4D2-4B41-A383-DBC9D3B6EAF1,Calgary,AB,T2E,0,English,Male,25-34
854F69C1-6439-41CC-838B-EC72EF859E67,Scarborough,ON,M1E,1113,English,Male,25-34
63D14BB4-9A28-4D94-A827-BC5AF7C3A317,Ottawa,ON,K1K,418,English,Female,55+
7D2D3725-918D-4405-83F0-2B624BEC4F35,Toronto,ON,M6e,244,English,Male,18-24
49F7559B-59B3-41CF-A4B2-F142DC6AC4C4,Thunder Bay,ON,P7A,1083,English,Female,45-54
D3FBE2C9-20F3-42FC-87E9-F116A06DF570,Prince George,BC,v2n,400,English,Male,25-34
ED9451FC-AAE7-4FDC-9935-B749C220D417,Victoria,BC,V9A,1378,English,Female,18-24
B32A6557-6600-4F1B-B00E-E32A876A72A9,Toronto,ON,M6S,2555,English,Female,25-34
B545607D-9499-4743-8711-A8F9F631A3F1,Sherbrooke,QC,J1H,3320,French,Female,25-34
D694F444-6006-431F-9639-8F8D08E88B6A,Lasalle,QC,H8N,254,English,Male,45-54
62CD1A16-1ABF-4698-859D-C5DA94548059,Milton,ON,L9T,5352,English,Male,55+
84D19D71-7604-4722-AC90-9CF9C861709A,Slave Lake,AB,T0G,5088,English,Female,45-54
8C257B6D-3331-460A-A223-4688AD12BA5F,Hamilton,ON,L8L,2993,English,Female,18-24
5B12F8D2-863B-4DDE-8CB3-D983F19D6391,Scarborough,ON,M1L,3215,English,Female,18-24
475796C5-17A7-4C12-AB09-6D85AB8A37E0,Mississauga,ON,L5B,200,English,Male,18-24
F25F97A4-EC2D-4347-B3ED-DD4DA14A67A2,Barrie,ON,L4M,0,English,Female,18-24
24DCDC83-D6D1-44D6-8093-805546DD2FF2,Burlington,ON,L7P,1528,English,Female,45-54
ACC4034A-C7F3-47E6-BD71-F059FF541FBF,Weedon,QC,J0B,485,French,Female,18-24
945AAA49-A77B-42D8-B0FE-D6578FFAD168,Toronto,ON,M2j,300,English,Male,14-17
F7B0FF2E-238D-4913-AA46-DE520384B920,Kamloops,BC,V1S,14512,English,Female,35-44
3A6A7908-DDFC-43E3-A0A6-D3C845E550D0,Mississauga,ON,L5W,1858,English,Male,18-24
D855B8DE-044E-4883-B02F-EE328F0BE3D9,Calgary,AB,T2M,0,English,Male,18-24
2D2D781E-ACFC-4E51-97E9-756A780401FE,Ottawa,ON,K1S,12711,English,Male,18-24
4B1CBF77-9F0A-4E0C-9916-63B8AC07BF42,Brampton,ON,L7A,645,English,Female,55+
89B03D23-03E2-4824-9D33-B68A7B0D8171,Vancouver,BC,V5S,638,English,Male,25-34
E9A53568-CDCC-4A52-8A0F-3503283EF906,Edmonton,AB,T6M,464,English,Female,25-34
3300078F-9559-46CD-AC2B-9474A36BAD1A,Saskatoon,SK,S7H,0,English,Female,55+
8CE4BEC5-93F4-4BE9-959A-2FBA94B84893,Toronto,ON,M9P,0,English,Female,18-24
B3DF94D5-C6C3-4856-9104-EB856B76F679,Tatamagouche,NS,B0K,4479,English,Female,45-54
1B16C411-1151-4552-8B98-AEB7E175723F,New Westminster,BC,V3M,7626,English,Male,25-34
C9860EF6-CBF5-447C-87F5-440F546F3721,Bradford,ON,L3Z,1246,English,Male,25-34
75255DB0-748D-4966-B79E-C643221E3114,Calgary,AB,T1Y,1219,English,Female,35-44
270042C3-DC99-417C-867F-F798E730C491,New Westminster,BC,V3M,329,English,Male,14-17
3F470477-32BC-4DAE-A1AD-8B4EF93E969F,Sault St Marie,ON,P6C,1033,English,Female,25-34
5AA5E3B1-231A-40C2-9774-33685A40604E,Oakville,ON,L6K,3120,English,Female,18-24
B4239F17-2CCF-461E-BB26-FA803ADE67FF,Waterloo,ON,N2K,2581,English,Female,14-17
C7EC7351-CEFA-40D2-A10F-0DC5DBB7120A,Montreal,QC,H1N,1420,English,Female,25-34
4EC5E315-2668-450B-966C-926BF8447475,High River,AB,T1V,12608,English,Male,14-17
2A67E1B3-8DA3-4D05-B916-471342271CDE,Toronto,ON,M3J,760,English,Male,18-24
7ED2B92B-B8A4-483E-AE7D-245BCC39894C,Hamilton,ON,L8W,640,English,Male,18-24
CE499C1E-3BE6-449B-9314-29BE42FABF8D,St Johns,NL,A1A,3891,English,Male,35-44
AB1FE772-63EE-4D36-9821-DF1678C0D89F,Chilliwack,BC,V2P,2114,English,Female,55+
1E33E8FE-72C5-4111-AE1C-A2C9DAC9EAF8,Québec,QC,G1C,3070,French,Female,55+
0D94C42B-DA28-474D-A0BF-87A8284F827D,,AB,T8V,0,English,Male,25-34
A890EF15-5823-4BC6-ADE6-424AAA9B332A,Toronto,ON,M5V,2618,English,Female,25-34
510415A8-3245-4E1B-820A-26F02DD3F305,Montreal,QC,H1G,250,French,Male,18-24
CFFB9739-F0A6-4DF5-A7AB-797126723061,Edmundston,NB,E7B,429,English,Male,18-24
A3D15D5B-203B-430E-9CC5-DBCDDFF2F845,Surrey,BC,V3Z,1117,English,Female,45-54
78C935DB-F6D5-4214-A8DF-219AEE1D716B,Abbotsford,BC,V2T,622,English,Female,45-54
11C843E7-08CA-4B53-B877-BE8AF5E25A77,Abbotsford,BC,V2s,0,English,Female,25-34
62349816-DA27-4ECB-93E0-4FF50ECEB397,Ajax,ON,L1S,400,English,Male,25-34
EF971A21-74B6-4B3A-B73B-0AE919AEDC70,Brampton,ON,l6v,4452,English,Female,35-44
0DCBC1C2-59A3-4FAD-BC9E-1E97A84CD546,Waterdown,ON,L0R,591,English,Female,18-24
C70D6B58-03C9-4B6A-8538-B78D0ED074B8,Lethbridge,AB,T1H,2262,English,Female,45-54
49E52273-577D-4059-B769-EABC6E8791D5,Barrie,ON,L4M,7985,English,Female,18-24
1C788644-031D-4AC3-B33F-4F2A0EC7F41B,London,ON,N6P,6880,English,Female,45-54
8086E7C8-E2FC-4711-B1A3-4D3C3127635F,Scarborough,ON,M1B,892,English,Female,14-17
42338E0F-5F9C-4717-86D3-A572AEAB12FE,Chemainus,BC,V0R,1495,English,Male,18-24
5C0EDC85-84F9-484A-AF98-3BAE5B5B3C7A,Surrey,BC,v3r,666,English,Male,25-34
F9235464-127F-428D-8ED3-12C77C6951EA,Brandon,MB,R7B,235,English,Male,25-34
DCB09012-320E-4FA5-8AE6-3DBB4871D041,Valleyview,AB,T0H,3107,English,Female,35-44
DAC1E636-6001-403E-9676-50EB8B8102B0,Montreal,QC,H1B,600,French,Female,18-24
E22E4DDE-9F30-467C-9712-F4F8FFC757C1,Calgary,AB,T2A,263,English,Male,35-44
F8BE819C-6C5C-4BFB-8DA8-F8ABC6607478,Daysland,AB,T0B,6796,English,Female,35-44
D15FEFF3-1B2C-4D93-964D-F16D3FE340D2,Moncton,NB,E1G,781,English,Female,35-44
93ADB609-7B63-442E-8AA5-FD038365182B,Toronto,ON,M6N,632,English,Female,18-24
0885F487-17FD-4E39-9157-0DD15E3BF06E,Surrey,BC,V4N,1526,English,Female,55+
DCCB9EA6-DE11-4F87-A8CB-EC122895DF76,Brampton,ON,L7A,253,English,Female,25-34
11D64465-5521-4F74-A4B5-016DDBF6601B,Edmonton,AB,T6L,1070,English,Male,35-44
8D61FA14-48A8-43A2-AB44-D8F335629036,Stnicolas,NT,G7A,1102,French,Male,18-24
CC605837-7C28-4B97-BC6D-F45EAF947E19,Murillo,ON,P7G,500,English,Female,55+
1590385E-5094-405C-8808-A6A165CDCFDB,Oshawa,ON,L1K,590,English,Male,25-34
76FD9CBE-090F-4909-B9DE-F7543C4E4597,Toronto,ON,M5R,1050,English,Female,25-34
C3DF59E2-428F-4E65-A7B0-2E5399AFAF56,Belle Ewart,ON,L0L,1654,English,Male,14-17
004BBED7-D87C-4404-BF6C-62411EB709A7,North Buxton,ON,N0P,518,English,Male,55+
4042813A-3F26-4EE3-B92B-0D26BBA466AF,Beaver Bank,NS,B4E,0,English,Male,25-34
AE01D220-7359-44CE-BE0B-90B4838A9E8E,New Westminster,BC,V3M,1545,English,Male,45-54
45D84388-75DC-4F96-BB6F-ABCCBB9F8ED2,Peterborough,ON,K9H,869,English,Female,14-17
F57FEDCE-211F-4F42-8F09-CCFE4C5DDA3D,Edmonton,AB,T5H,227,English,Male,18-24
DD327F7D-B9E3-42D5-8D3E-F25A41DB3DBD,Toronto,ON,M8V,0,English,Female,35-44
92B485BB-22A3-4E9F-8620-413A6E209FD2,Gloverss Harbour,NL,A0H,173,English,Female,45-54
2F8AA92B-D350-48BA-866F-B62685BAAB4A,Calgary,AB,T2Z,0,English,Male,14-17
7D87BEA9-F871-4C84-A137-99BBB0AC180B,Delta,BC,V4C,391,English,Male,25-34
E1204339-68C4-4998-A627-E0564B0B9976,Brantford,ON,N3S,0,English,Male,55+
D2020381-6ED5-40BC-BC3D-C527ECAD1393,Magrath,AB,T0K,8881,English,Female,25-34
0FBEA293-CF11-4658-895A-EB82202CFBAC,Battleford,SK,S0M,0,English,Female,25-34
72011FE7-77A7-4F9F-99A4-2824C2D23B91,Etobicoke,ON,M9P,1357,English,Female,14-17
47ACDF5D-4003-421F-9CFA-947157DCC99B,Sainte  Marie  Salomé,QC,J0K,250,French,Male,18-24
BAD4CC8D-E6F2-4321-B8A9-C5E1ADD18C3B,Bridgewater,NS,B4V,4028,English,Male,18-24
01EE9C6B-6451-417B-897C-889E9390BEAA,Edmonton,AB,T6R,735,English,Female,35-44
7FEDADE3-94F9-47C9-ABFE-33BA6423FB51,Cote St Luc,QC,H4W,0,English,Male,35-44
54373890-79A8-4372-876D-2C86BA9F49E6,Guelph,ON,N1G,1180,English,Male,18-24
11303011-E91B-44BC-8F91-E1380C9362A2,Calgary,AB,T2X,454,English,Female,14-17
B9251FD8-622B-40F3-BF7F-BB054CED085E,Westbank,BC,V4T,3223,English,Male,55+
45360048-AA6E-4CCA-A616-E33A6B3C01D3,Halifax,NS,B3R,2273,English,Female,18-24
D72853AA-058C-41B7-81EE-391EB31C7652,Burnaby,BC,V3N,1359,English,Female,25-34
BED9ABA8-AE09-456B-B1C6-88F2F12BDE6D,Québec,QC,G1C,0,French,Female,35-44
45E63A38-98C5-4DE8-91C3-08796B5428A1,Toronto,ON,M6L,0,English,Female,25-34
E6CF3737-B485-4BE8-8BD0-5B72C2FB1E17,Edmonton,AB,T6R,2265,English,Male,35-44
3D8C4C64-787B-410F-82BC-BD92970D90B1,Garson,ON,P3L,983,English,Male,18-24
2132D104-58F6-4EA2-8B15-2F4A0A5BF0AC,Chemainus,BC,V0R,1377,English,Male,55+
7281AC72-96B4-4764-883E-315BE9CDC26A,Vancouver,BC,V5V,318,English,Female,35-44
994E494D-5B0C-4EA2-97E6-88B7ECEC87AD,Milton,ON,L9T,1059,English,Male,25-34
62735EB3-9E65-4D92-8B77-CC7ADFA3510A,St Johns,NL,A1G,1450,English,Female,25-34
5CD40E7D-54CB-4E60-B7D6-801E7D7366F9,Enfield,NS,B2T,1166,English,Male,18-24
1C566062-9B10-4509-8772-0B5D82CC3F20,Montreal,QC,H4J,0,French,Male,35-44
DAEAA503-77DB-44C6-BAAE-453C277CF365,Vancouver,BC,V6B,11134,English,Female,25-34
86CB3D79-BD59-4A4B-A8F1-8710618C93EB,Calgary,AB,T2A,1020,English,Male,45-54
A239C7D5-885D-4769-9CA1-D07103EA6A50,Edmonton,AB,T6G,730,English,Male,25-34
8B3D197F-1451-4AF6-8364-E07CBC5DC2F6,Mississauga,ON,L4Z,495,English,Female,25-34
C1982E66-BAD5-40BC-A8B2-22017900D02C,Winnipeg,MB,R3B,2417,English,Male,25-34
7F64E3B6-8314-4B57-ABD1-7A57F49DEA29,Toronto,ON,M4Y,1049,English,Male,45-54
397D20FB-7B26-4BF5-AE61-6F48E2A242A7,Toronto,ON,M4S,2220,English,Female,35-44
11A1DB00-22C3-4BA1-A8F8-7F88243DA8D5,Montrealnord,QC,H1G,0,English,Female,25-34
0EBC5950-14A7-4CFF-9032-8385534EBE7F,Burlington,ON,L7T,1055,English,Female,45-54
0EE45AF9-F3E5-4920-A379-1F8EA6065B5F,Welland,ON,L3C,0,English,Female,18-24
7A582FA3-67EE-4772-A7D2-431832B9B074,Laval,QC,H7S,658,French,Female,18-24
4AFDF7F1-CFC3-4BC4-B890-FC498E3E3969,Edmonton,AB,T5R,200,English,Male,35-44
206BE376-B738-4200-958D-4E2B56A2C586,Moncton,NB,E1G,1561,English,Male,14-17
CEC8C68C-DA2F-496E-A04A-F579B0759ECA,Kentville,NS,B4N,4692,English,Male,35-44
62D30FDF-88A4-476A-8085-46D41613A494,North York,ON,M2R,3119,English,Male,18-24
